#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
17,NIILM University,B.Tech (Computer Science) + MBA,Kaithal,"9 KM Milestone, NH-65, Kaithal, Haryana 136117",01746-280100 | admissions@niilmuniversity.edu.in,https://www.niilmuniversity.edu.in/,Haryana
18,Starex University,B.Tech (Computer Science) + MBA,Gurugram,"NH-8, Gurugram, Haryana 122413",0124-2379990 | admissions@starexuniversity.com,https://www.starexuniversity.com/,Haryana
19,Al-Falah University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Dhauj, Faridabad, Haryana 121004",0129-4254600 | info@alfalahuniversity.edu.in,https://alfalahuniversity.edu.in/,Haryana
20,Echelon Institute of Technology,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Faridabad,"Kabuli Bagh, Faridabad, Haryana 121004",0129-2206111 | info@echeloninstitute.co.in,https://www.echeloninstitute.co.in/,Haryana
21,Delhi College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"77th KM Stone, NH-2, Palwal, Haryana 121102",01275-249803 | info@dctm.edu.in,https://www.dctm.edu.in/,Haryana
22,Ganga Institute of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Jhajjar,"Bahadurgarh, Jhajjar, Haryana 124507",01276-214800 | info@gitam.edu.in,https://www.gitam.edu.in/,Haryana
23,World College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Farukh Nagar, Gurugram, Haryana 122506",0124-2013055 | info@wctmgurgaon.com,https://www.wctmgurgaon.com/,Haryana
24,Dronacharya College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Khentawas, Farrukh Nagar, Gurugram, Haryana 122506",0124-2252833 | info@dronacharya.info,https://www.dronacharya.info/,Haryana
25,KIIT College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Sohna Road, Gurugram, Haryana 122103",0124-2658000 | info@kiitworld.com,https://www.kiitworld.com/,Haryana
26,BM Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil)",Faridabad,"Hari Nagar, Faridabad, Haryana 121004",0129-2200100 | info@bmctm.com,https://www.bmctm.com/,Haryana
27,Advanced Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@aitm.org.in,https://www.aitm.org.in/,Haryana
28,Satyawati College of Engineering,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"72 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121102",01275-262333 | info@satyawaticollege.com,https://www.satyawaticollege.com/,Haryana
29,Shri Ram College of Engineering & Management,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@srcem.ac.in,https://www.srcem.ac.in/,Haryana
30,Lingaya's Vidyapeeth,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Nachauli, Jasana Road, Faridabad, Haryana 121002",0129-2202333 | info@lingayas.com,https://www.lingayas.com/,Haryana
31,Manav Rachna University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Sector-43, Aravalli Hills, Faridabad, Haryana 121004",0129-4268500 | admissions@manavrachna.edu.in,https://manavrachna.edu.in/,Haryana
32,The NorthCap University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sector-23A, Gurugram, Haryana 122017",0124-2365811 | info@ncui.in,https://www.ncuindia.edu/,Haryana
33,Apeejay Stya University,"B.Tech (Computer Science, Biotechnology) + MBA",Gurugram,"Sohna-Palwal Road, Gurugram, Haryana 122103",1800-103-3455 | admissions@asu.apeejay.edu,https://www.asu.apeejay.edu/,Haryana
34,GD Goenka University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Gurgaon Road, Gurugram, Haryana 122103",0124-3315900 | admissions@gdgoenkauniversity.com,https://www.gdgoenkauniversity.com/,Haryana
35,K.R. Mangalam University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Road, Gurugram, Haryana 122103",011-48884888 | admissions@krmangalam.edu.in,https://www.krmangalam.edu.in/,Haryana
36,SRM University Delhi-NCR Sonepat,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Sonepat,"Plot No. 39, Rajiv Gandhi Education City, Sonepat, Haryana 131029",0130-2203500 | admissions@srmuniversity.ac.in,https://srmuniversity.ac.in/,Haryana
37,O.P. Jindal Global University,B.Tech (Computer Science) + MBA,Sonipat,"Sonipat Narela Road, Sonipat, Haryana 131001",0130-4091888 | admissions@jgu.edu.in,https://jgu.edu.in/,Haryana
38,BML Munjal University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"67th KM Stone, NH-8, Sidhrawali, Gurugram, Haryana 122413",0124-2676699 | admissions@bmu.edu.in,https://www.bmu.edu.in/,Haryana
39,Amity University Gurugram,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Gurugram, Haryana 122413",0124-2337015 | admissions@ggn.amity.edu,https://www.amity.edu/gurgaon/,Haryana
40,SGT University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Chandu-Budhera, Gurugram, Haryana 122505",0124-2278257 | admissions@sgtuniversity.org,https://sgtuniversity.ac.in/,Haryana
41,World College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Farukh Nagar, Gurugram, Haryana 122506",0124-2013055 | info@wctmgurgaon.com,https://www.wctmgurgaon.com/,Haryana
42,Dronacharya College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Khentawas, Farrukh Nagar, Gurugram, Haryana 122506",0124-2252833 | info@dronacharya.info,https://www.dronacharya.info/,Haryana
43,KIIT College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Sohna Road, Gurugram, Haryana 122103",0124-2658000 | info@kiitworld.com,https://www.kiitworld.com/,Haryana
44,BM Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil)",Faridabad,"Hari Nagar, Faridabad, Haryana 121004",0129-2200100 | info@bmctm.com,https://www.bmctm.com/,Haryana
45,Advanced Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@aitm.org.in,https://www.aitm.org.in/,Haryana
46,Satyawati College of Engineering,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"72 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121102",01275-262333 | info@satyawaticollege.com,https://www.satyawaticollege.com/,Haryana
47,Shri Ram College of Engineering & Management,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@srcem.ac.in,https://www.srcem.ac.in/,Haryana
48,Lingaya's Vidyapeeth,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Nachauli, Jasana Road, Faridabad, Haryana 121002",0129-2202333 | info@lingayas.com,https://www.lingayas.com/,Haryana
49,Manav Rachna University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Sector-43, Aravalli Hills, Faridabad, Haryana 121004",0129-4268500 | admissions@manavrachna.edu.in,https://manavrachna.edu.in/,Haryana
50,The NorthCap University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sector-23A, Gurugram, Haryana 122017",0124-2365811 | info@ncui.in,https://www.ncuindia.edu/,Haryana
51,Apeejay Stya University,"B.Tech (Computer Science, Biotechnology) + MBA",Gurugram,"Sohna-Palwal Road, Gurugram, Haryana 122103",1800-103-3455 | admissions@asu.apeejay.edu,https://www.asu.apeejay.edu/,Haryana
52,GD Goenka University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Gurgaon Road, Gurugram, Haryana 122103",0124-3315900 | admissions@gdgoenkauniversity.com,https://www.gdgoenkauniversity.com/,Haryana
53,K.R. Mangalam University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Road, Gurugram, Haryana 122103",011-48884888 | admissions@krmangalam.edu.in,https://www.krmangalam.edu.in/,Haryana
54,SRM University Delhi-NCR Sonepat,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Sonepat,"Plot No. 39, Rajiv Gandhi Education City, Sonepat, Haryana 131029",0130-2203500 | admissions@srmuniversity.ac.in,https://srmuniversity.ac.in/,Haryana
55,O.P. Jindal Global University,B.Tech (Computer Science) + MBA,Sonipat,"Sonipat Narela Road, Sonipat, Haryana 131001",0130-4091888 | admissions@jgu.edu.in,https://jgu.edu.in/,Haryana
56,BML Munjal University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"67th KM Stone, NH-8, Sidhrawali, Gurugram, Haryana 122413",0124-2676699 | admissions@bmu.edu.in,https://www.bmu.edu.in/,Haryana
57,Amity University Gurugram,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Gurugram, Haryana 122413",0124-2337015 | admissions@ggn.amity.edu,https://www.amity.edu/gurgaon/,Haryana
58,SGT University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Chandu-Budhera, Gurugram, Haryana 122505",0124-2278257 | admissions@sgtuniversity.org,https://sgtuniversity.ac.in/,Haryana
59,World College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Farukh Nagar, Gurugram, Haryana 122506",0124-2013055 | info@wctmgurgaon.com,https://www.wctmgurgaon.com/,Haryana
60,Dronacharya College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Khentawas, Farrukh Nagar, Gurugram, Haryana 122506",0124-2252833 | info@dronacharya.info,https://www.dronacharya.info/,Haryana
61,KIIT College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Sohna Road, Gurugram, Haryana 122103",0124-2658000 | info@kiitworld.com,https://www.kiitworld.com/,Haryana
62,BM Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil)",Faridabad,"Hari Nagar, Faridabad, Haryana 121004",0129-2200100 | info@bmctm.com,https://www.bmctm.com/,Haryana
63,Advanced Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@aitm.org.in,https://www.aitm.org.in/,Haryana
64,Satyawati College of Engineering,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"72 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121102",01275-262333 | info@satyawaticollege.com,https://www.satyawaticollege.com/,Haryana
65,Shri Ram College of Engineering & Management,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@srcem.ac.in,https://www.srcem.ac.in/,Haryana
66,Lingaya's Vidyapeeth,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Nachauli, Jasana Road, Faridabad, Haryana 121002",0129-2202333 | info@lingayas.com,https://www.lingayas.com/,Haryana
67,Manav Rachna University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Sector-43, Aravalli Hills, Faridabad, Haryana 121004",0129-4268500 | admissions@manavrachna.edu.in,https://manavrachna.edu.in/,Haryana
68,The NorthCap University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sector-23A, Gurugram, Haryana 122017",0124-2365811 | info@ncui.in,https://www.ncuindia.edu/,Haryana
69,Apeejay Stya University,"B.Tech (Computer Science, Biotechnology) + MBA",Gurugram,"Sohna-Palwal Road, Gurugram, Haryana 122103",1800-103-3455 | admissions@asu.apeejay.edu,https://www.asu.apeejay.edu/,Haryana
70,GD Goenka University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Gurgaon Road, Gurugram, Haryana 122103",0124-3315900 | admissions@gdgoenkauniversity.com,https://www.gdgoenkauniversity.com/,Haryana
71,K.R. Mangalam University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Road, Gurugram, Haryana 122103",011-48884888 | admissions@krmangalam.edu.in,https://www.krmangalam.edu.in/,Haryana
72,SRM University Delhi-NCR Sonepat,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Sonepat,"Plot No. 39, Rajiv Gandhi Education City, Sonepat, Haryana 131029",0130-2203500 | admissions@srmuniversity.ac.in,https://srmuniversity.ac.in/,Haryana
73,O.P. Jindal Global University,B.Tech (Computer Science) + MBA,Sonipat,"Sonipat Narela Road, Sonipat, Haryana 131001",0130-4091888 | admissions@jgu.edu.in,https://jgu.edu.in/,Haryana
74,BML Munjal University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"67th KM Stone, NH-8, Sidhrawali, Gurugram, Haryana 122413",0124-2676699 | admissions@bmu.edu.in,https://www.bmu.edu.in/,Haryana
75,Amity University Gurugram,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Gurugram, Haryana 122413",0124-2337015 | admissions@ggn.amity.edu,https://www.amity.edu/gurgaon/,Haryana
76,SGT University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Chandu-Budhera, Gurugram, Haryana 122505",0124-2278257 | admissions@sgtuniversity.org,https://sgtuniversity.ac.in/,Haryana
77,World College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Farukh Nagar, Gurugram, Haryana 122506",0124-2013055 | info@wctmgurgaon.com,https://www.wctmgurgaon.com/,Haryana
78,Dronacharya College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Khentawas, Farrukh Nagar, Gurugram, Haryana 122506",0124-2252833 | info@dronacharya.info,https://www.dronacharya.info/,Haryana
79,KIIT College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Sohna Road, Gurugram, Haryana 122103",0124-2658000 | info@kiitworld.com,https://www.kiitworld.com/,Haryana
80,BM Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil)",Faridabad,"Hari Nagar, Faridabad, Haryana 121004",0129-2200100 | info@bmctm.com,https://www.bmctm.com/,Haryana
81,Advanced Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@aitm.org.in,https://www.aitm.org.in/,Haryana
82,Satyawati College of Engineering,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"72 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121102",01275-262333 | info@satyawaticollege.com,https://www.satyawaticollege.com/,Haryana
83,Shri Ram College of Engineering & Management,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@srcem.ac.in,https://www.srcem.ac.in/,Haryana
84,Lingaya's Vidyapeeth,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Nachauli, Jasana Road, Faridabad, Haryana 121002",0129-2202333 | info@lingayas.com,https://www.lingayas.com/,Haryana
85,Manav Rachna University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Faridabad,"Sector-43, Aravalli Hills, Faridabad, Haryana 121004",0129-4268500 | admissions@manavrachna.edu.in,https://manavrachna.edu.in/,Haryana
86,The NorthCap University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sector-23A, Gurugram, Haryana 122017",0124-2365811 | info@ncui.in,https://www.ncuindia.edu/,Haryana
87,Apeejay Stya University,"B.Tech (Computer Science, Biotechnology) + MBA",Gurugram,"Sohna-Palwal Road, Gurugram, Haryana 122103",1800-103-3455 | admissions@asu.apeejay.edu,https://www.asu.apeejay.edu/,Haryana
88,GD Goenka University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Gurgaon Road, Gurugram, Haryana 122103",0124-3315900 | admissions@gdgoenkauniversity.com,https://www.gdgoenkauniversity.com/,Haryana
89,K.R. Mangalam University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Sohna Road, Gurugram, Haryana 122103",011-48884888 | admissions@krmangalam.edu.in,https://www.krmangalam.edu.in/,Haryana
90,SRM University Delhi-NCR Sonepat,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Sonepat,"Plot No. 39, Rajiv Gandhi Education City, Sonepat, Haryana 131029",0130-2203500 | admissions@srmuniversity.ac.in,https://srmuniversity.ac.in/,Haryana
91,O.P. Jindal Global University,B.Tech (Computer Science) + MBA,Sonipat,"Sonipat Narela Road, Sonipat, Haryana 131001",0130-4091888 | admissions@jgu.edu.in,https://jgu.edu.in/,Haryana
92,BML Munjal University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"67th KM Stone, NH-8, Sidhrawali, Gurugram, Haryana 122413",0124-2676699 | admissions@bmu.edu.in,https://www.bmu.edu.in/,Haryana
93,Amity University Gurugram,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Gurugram, Haryana 122413",0124-2337015 | admissions@ggn.amity.edu,https://www.amity.edu/gurgaon/,Haryana
94,SGT University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication) + MBA",Gurugram,"Chandu-Budhera, Gurugram, Haryana 122505",0124-2278257 | admissions@sgtuniversity.org,https://sgtuniversity.ac.in/,Haryana
95,World College of Technology and Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Farukh Nagar, Gurugram, Haryana 122506",0124-2013055 | info@wctmgurgaon.com,https://www.wctmgurgaon.com/,Haryana
96,Dronacharya College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Khentawas, Farrukh Nagar, Gurugram, Haryana 122506",0124-2252833 | info@dronacharya.info,https://www.dronacharya.info/,Haryana
97,KIIT College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Gurugram,"Sohna Road, Gurugram, Haryana 122103",0124-2658000 | info@kiitworld.com,https://www.kiitworld.com/,Haryana
98,BM Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil)",Faridabad,"Hari Nagar, Faridabad, Haryana 121004",0129-2200100 | info@bmctm.com,https://www.bmctm.com/,Haryana
99,Advanced Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Palwal,"70 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121105",01275-262222 | info@aitm.org.in,https://www.aitm.org.in/,Haryana
100,Satyawati College of Engineering,"B.Tech (Computer Science, Mechanical, Civil)",Palwal,"72 KM Stone, Delhi-Mathura Road, Palwal, Haryana 121102",01275-262333 | info@satyawaticollege.com,https://www.satyawaticollege.com/,Haryana
